808588591689596928;Alice_Guillemot;"alep est un aveu d'impuissance de la france de l'ue de l'onu face à la russie c'est un blancseing géopolitique un crime c l'humanité";1481617517000;france;-1;false
808588587830755328;KillYourMama;"quand on voit comment ce guignol a géré la france de  à  il y a de quoi être inquiet";1481617516000;france;-1;false
808588567890907137;kevindelv;"trois ans après leur licenciement les exgad reclassés dans la précarité via ";1481617512000;france;-1;false
808588551478714368;Hamster_Volant;"oui j'avoue que là il m'a épaté finalement il avait le sens de la france";1481617508000;france;-1;false
808588548618256384;mbelhams;"journal et la discrimination maghrébineramenez l'afrique en france  milliards d'individus ou fermez la";1481617507000;france;-1;false
808588536907759617;france_soir;"la prime de noël versée cette semaine à plus de  millions de personnes annonce touraine";1481617504000;france;-1;false
808588512329166848;Albanquise;"premiers de classement des sons les plus écoutés en france   titre de cyborg";1481617498000;france;-1;false
808588509808390148;ColonelVTC;"les vtc créateurs d'emplois  un effet d'annonce et pas une étude   franceinfo";1481617498000;france;-1;false
808588507467972612;PigeonVTC;"les vtc créateurs d'emplois  un effet d'annonce et pas une étude   franceinfo";1481617497000;france;-1;false
808588505085579264;5a485a726391478;" comment en france on transforme la victime en coupable l'état avec le cl avait truander tapie de plus d'milliard";1481617497000;france;-1;false
808588502677921792;gilletstephane;"industrie du futur et transformation numérique  une entreprise live | sap france ";1481617496000;france;-1;false
808588501784600576;tidj_france;"moi j'attends plus";1481617496000;france;-1;false
808588492573917184;petitefanderock;"mort km ça fonctionne que pour la france ca quand il se produit un événement dramatique ça va pas audelà des frontières continents?";1481617494000;france;-1;false
808588491491774464;MaNoLo_Carasau;"syrie alep un trophée russe | via  ";1481617493000;france;-1;false
808588484650893312;CatherineMoal;"la cosmeticvalley et le port du havre lancent un projet de recherche collaboratif cosvapex  supplychain usine";1481617492000;france;-1;false
808588481127677952;Mathieuott;"en cette fin d'année la grosse hype publicitaire en france c'est  la touillette lestouillettes";1481617491000;france;-1;false
808588456628748288;Bullesdeflo;"l'audience twitter en france  présence importante des csp et une utilisation massive via mobile babreakfast";1481617485000;france;-1;false
808588454728757248;ClashMan_TR;"ça me fait chier qu'à chaque que j'évoque le pkk je doive préciser  organisation terroriste reconnue par la franceenfumagemédiatique";1481617485000;france;-1;false
808588446105223168;LeTregor;"pénurie de médecins  jeanlouis even sur france  ce mardi  décembre larochederrien";1481617483000;france;-1;false
